SAG	Sample	Sample feature	FACS mode	Estimated cell diameter (μm)	WGA-X Cp (h)	Raw read count	Assembly size (bp)	Final contigs count	Max contig length	GC content (%)	Genome completeness (%)	Estimated genome size (Mbp)	SSU contig	SSU classification CREST/SILVA	Screened 16S Crest/SILVA	Lineage	Phylum	PUFA	acyl_amino_acids	arylpolyene	bacteriocin	bacteriocin.nrps	bacteriocin.terpene	ectoine	hserlactone	ladderane	lantipeptide	lantipeptide.nrps	lassopeptide	microcin	nrps	nucleoside	other	otherks	otherks.butyrolactone.nrps	phosphonate	phosphonate.t3pks.terpene	phosphonate.terpene	resorcinol	siderophore	t1pks	t1pks.PUFA	t1pks.PUFA.otherks	t1pks.nrps	t1pks.otherks	t3pks	t3pks.terpene	terpene	transatpks
AG-891-I09	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.41	2.0167	3,477,220	1,069,948	12	310,358	32	75	1.43	AG-891-I09_NODE_1 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-895-F02	SWC-09	BATS Mixed Layer ~20% narB	RSG	1.91	2.3833	556,298	475,742	29	54,684	33	41	NA	AG-895-F02_NODE_4 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-895-L13	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.19	1.5667	3,125,360	1,039,862	19	211,603	32	75	1.39	AG-895-L13_NODE_2 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-896-K22	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.19	2.5500	2,715,904	710,465	46	61,446	33	40	NA	AG-896-K22_NODE_25 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-896-L10	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.37	2.8000	512,352	135,523	22	18,133	33	0	NA	AG-896-L10_NODE_5 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-897-D06	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.2	1.9333	2,973,416	982,417	24	140,927	32	71	1.38	AG-897-D06_NODE_3 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-901-O02	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.23	2.2000	3,218,234	656,459	29	120,099	32	36	NA	AG-901-O02_NODE_7 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-903-A05	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.19	2.2207	5,628,916	810,304	39	91,668	32	61	1.33	AG-903-A05_NODE_5 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-903-C17	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.26	3.0673	4,172,925	303,315	38	21,130	33	24	NA	AG-903-C17_NODE_28 (1506 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-903-D11	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.22	2.3930	4,725,197	910,861	26	179,346	33	61	1.49	AG-903-D11_NODE_4 (1505 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-903-G18	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.22	1.7186	2,500,757	1,062,279	15	210,938	32	73	1.46	AG-903-G18_NODE_5 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-903-I02	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.19	2.6156	3,000,653	791,645	23	469,660	33	54	1.47	AG-903-I02_NODE_15 (1508 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-903-P01	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.19	1.7225	3,287,123	591,937	20	234,957	32	52	1.14	AG-903-P01_NODE_6 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-905-B08	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.22	2.0541	3,848,893	803,767	37	89,744	32	55	1.46	AG-905-B08_NODE_2 (1506 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-905-D21	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.19	2.0951	5,495,528	807,568	31	150,346	33	53	1.52	AG-905-D21_NODE_2 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-905-P13	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.22	2.1416	4,682,023	450,565	33	56,708	32	41	NA	AG-905-P13_NODE_1 (1508 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-907-K08	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.19	1.8882	567,047	773,049	36	82,498	33	50	1.55	AG-907-K08_NODE_3 (1506 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-908-C16	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.18	2.0468	4,330,392	713,904	37	85,412	32	49	NA	AG-908-C16_NODE_13 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-908-E09	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.2	1.7632	3,580,145	978,753	16	197,331	32	66	1.48	AG-908-E09_NODE_10 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-908-K19	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.22	2.5788	3,520,732	954,999	17	260,397	33	60	1.59	AG-908-K19_NODE_8 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-910-A16	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.21	2.3848	4,548,819	649,299	33	87,176	33	45	NA	AG-910-A16_NODE_11 (1505 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-910-D03	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.22	2.2303	2,477,303	127,585	6	56,880	29	11	NA	AG-910-D03_NODE_2 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-910-L02	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.19	4.7526	126,884	134,319	14	41,293	32	14	NA	AG-910-L02_NODE_5 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-910-M10	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.28	2.1456	2,553,250	757,654	25	179,180	33	54	1.4	AG-910-M10_NODE_15 (1505 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-911-D11	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.24	1.9987	3,648,014	997,473	18	252,824	32	72	1.39	AG-911-D11_NODE_2 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-911-M23	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.2	1.8739	5,166,376	996,069	23	220,305	33	74	1.35	AG-911-M23_NODE_4 (1505 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-912-D06	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.21	2.0742	3,515,353	894,314	30	118,926	32	64	1.4	AG-912-D06_NODE_11 (1486 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-912-N21	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.23	2.6464	4,350,084	853,464	42	114,240	33	62	1.38	AG-912-N21_NODE_11 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-912-O03	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.22	1.9373	3,720,623	889,211	20	152,570	32	57	1.56	AG-912-O03_NODE_13 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-913-C11	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.19	1.7168	4,459,992	298,603	12	84,838	32	30	NA	AG-913-C11_NODE_1 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-913-F10	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.22	1.7679	4,039,249	860,401	18	152,471	32	63	1.37	AG-913-F10_NODE_6 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-913-G17	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.24	1.9905	4,461,666	974,068	16	243,856	33	69	1.41	AG-913-G17_NODE_4 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-913-K07	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.21	1.7888	4,873,929	1,121,776	4	469,913	33	79	1.42	AG-913-K07_NODE_2 (1505 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-913-L11	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.22	1.6104	3,948,188	930,864	22	180,150	32	57	1.63	AG-913-L11_NODE_1 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-913-O16	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.2	2.0154	3,660,431	706,017	28	78,465	32	58	1.22	AG-913-O16_NODE_1 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-914-L21	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.26	2.1137	2,873,100	770,131	27	80,391	32	44	NA	AG-914-L21_NODE_5 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-915-E02	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.24	2.0038	3,107,356	746,714	26	123,310	33	63	1.19	AG-915-E02_NODE_7 (1506 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-915-E18	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.2	2.0952	3,778,011	682,745	30	76,908	32	54	1.26	AG-915-E18_NODE_1 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-915-F11	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.18	1.8450	3,937,268	1,104,260	14	288,037	32	76	1.45	AG-915-F11_NODE_3 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-915-K05	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.26	2.1196	3,822,441	757,623	18	248,770	32	47	NA	AG-915-K05_NODE_3 (1508 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-916-D09	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.24	1.5775	3,687,437	1,001,997	14	243,238	32	64	1.57	AG-916-D09_NODE_2 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-916-D18	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.19	1.5589	4,348,908	1,034,749	16	342,866	33	70	1.48	AG-916-D18_NODE_16 (1388 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-916-N16	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.18	1.8772	668,831	778,691	36	141,489	33	40	NA	AG-916-N16_NODE_14 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-916-P22	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.19	1.8014	3,184,429	482,237	39	38,627	32	20	NA	AG-916-P22_NODE_28 (1227 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-917-A10	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.21	1.9248	3,284,799	736,996	36	161,912	33	50	1.47	AG-917-A10_NODE_22 (858 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__?;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-917-A11	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.2	1.7914	3,517,673	1,033,011	16	233,212	32	67	1.54	AG-917-A11_NODE_6 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-917-L07	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.28	1.9183	3,339,791	1,013,323	17	168,498	33	68	1.49	AG-917-L07_NODE_7 (796 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-917-O09	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.18	1.8805	3,690,988	1,100,974	7	568,055	33	78	1.41	AG-917-O09_NODE_1 (1499 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-918-B05	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.19	2.1947	459,461	471,407	36	35,277	32	33	NA	AG-918-B05_NODE_16 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-918-B15	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.19	1.9643	3,429,527	711,360	24	100,268	33	53	1.34	AG-918-B15_NODE_12 (1506 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-918-F16	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.23	2.0619	4,243,634	788,830	41	86,803	32	47	NA	AG-918-F16_NODE_14 (814 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-919-C09	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.18	2.4833	380,842	242,750	22	34,758	31	9	NA	AG-919-C09_NODE_17 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-919-F05	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.24	1.8333	3,064,569	917,382	15	249,464	32	68	1.35	AG-919-F05_NODE_1 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-919-G14	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.22	1.8667	3,418,064	1,065,160	20	148,259	32	74	1.44	AG-919-G14_NODE_3 (1491 bp)	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?	NA	ActinomarinaOM1	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
