SAG	Sample	Sample feature	FACS mode	Estimated cell diameter (μm)	WGA-X Cp (h)	Raw read count	Assembly size (bp)	Final contigs count	Max contig length	GC content (%)	Genome completeness (%)	Estimated genome size (Mbp)	SSU contig	SSU classification CREST/SILVA	Screened 16S Crest/SILVA	Lineage	Phylum	PUFA	acyl_amino_acids	arylpolyene	bacteriocin	bacteriocin.nrps	bacteriocin.terpene	ectoine	hserlactone	ladderane	lantipeptide	lantipeptide.nrps	lassopeptide	microcin	nrps	nucleoside	other	otherks	otherks.butyrolactone.nrps	phosphonate	phosphonate.t3pks.terpene	phosphonate.terpene	resorcinol	siderophore	t1pks	t1pks.PUFA	t1pks.PUFA.otherks	t1pks.nrps	t1pks.otherks	t3pks	t3pks.terpene	terpene	transatpks
AG-892-B11	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.26	1.9000	3,274,715	1,310,922	12	536,333	29	95	1.38	AG-892-B11_NODE_1 (1455 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	NA	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-B13	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.78	2.3833	3,348,940	990,295	38	114,248	36	60	1.65	AG-892-B13_NODE_4 (1441 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__OCS116_clade;g__?;s__?	NA	OCS116	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-B22	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.25	1.7833	3,870,652	1,029,665	17	510,756	34	61	1.69	AG-892-B22_NODE_1 (1507 bp)	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SAR86_clade;g__?;s__?	NA	SAR86	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-B23	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.22	2.2500	2,645,284	402,157	31	35,857	30	38	NA	AG-892-B23_NODE_9 (1474 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__AEGEAN-169_marine_group;s__?	NA	AEGEAN-169	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-C04	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.5	2.0833	3,527,531	652,415	35	113,196	32	46	NA	AG-892-C04_NODE_9 (1524 bp)	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SAR86_clade;g__?;s__?	NA	SAR86	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-C06	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.36	2.4500	3,196,892	1,052,571	33	353,940	29	57	1.85	AG-892-C06_NODE_9 (1467 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__AEGEAN-169_marine_group;s__?	NA	AEGEAN-169	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-C07	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.24	1.9333	3,612,789	1,125,439	14	329,065	35	60	1.88	AG-892-C07_NODE_1 (1512 bp)	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SAR86_clade;g__?;s__?	NA	SAR86	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-C08	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.24	2.0500	3,155,551	948,978	32	129,817	29	80	1.19	AG-892-C08_NODE_7 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	NA	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-C16	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.28	2.7167	422,320	703,426	41	107,486	30	45	NA	AG-892-C16_NODE_4 (1443 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_3;g__?;s__?	NA	SAR11_Surface3	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-C17	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.69	1.9667	3,487,175	1,289,582	39	209,903	31	78	1.65	AG-892-C17_NODE_16 (1465 bp)	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__Synechococcales;f__Synechococcaceae;g__Prochlorococcus;s__?	NA	Prochlorococcus	Cyanobacteria	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AG-892-C18	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.24	1.9167	3,658,927	1,039,657	26	231,906	29	91	1.14	AG-892-C18_NODE_4 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	NA	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-C19	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.39	1.9333	3,653,826	1,733,213	63	148,520	31	67	2.59	AG-892-C19_NODE_2 (1479 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SAR116_clade;g__?;s__?	NA	SAR116	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-C21	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.26	1.7500	3,472,691	1,158,399	6	495,186	34	80	1.45	AG-892-C21_NODE_2 (1514 bp)	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SAR86_clade;g__?;s__?	NA	SAR86	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-C23	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.36	1.8833	3,386,753	798,874	40	93,734	31	39	NA	AG-892-C23_NODE_13 (1465 bp)	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__Synechococcales;f__Synechococcaceae;g__Prochlorococcus;s__?	NA	Prochlorococcus	Cyanobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-D04	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.35	1.8333	2,871,107	1,170,332	27	265,073	30	92	1.27	AG-892-D04_NODE_17 (733 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__AEGEAN-169_marine_group;s__?	NA	AEGEAN-169	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-D07	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.22	1.8833	3,462,043	1,093,060	17	325,922	32	62	1.76	AG-892-D07_NODE_1 (1524 bp)	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SAR86_clade;g__?;s__?	NA	SAR86	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-D10	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.28	1.9500	3,308,603	1,129,746	26	242,581	31	82	1.38	AG-892-D10_NODE_14 (1474 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__AEGEAN-169_marine_group;s__?	NA	AEGEAN-169	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-D15	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.23	2.9333	375,779	688,148	53	66,665	30	45	NA	AG-892-D15_NODE_1 (1455 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	NA	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-D16	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.38	1.9167	3,468,232	1,560,146	54	248,636	31	72	2.17	AG-892-D16_NODE_27 (1494 bp)	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__NS5_marine_group;s__?	NA	NS5	Bacteroidetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AG-892-E05	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.27	1.8333	3,896,380	1,155,266	21	339,885	32	63	1.83	AG-892-E05_NODE_4 (1524 bp)	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SAR86_clade;g__?;s__?	NA	SAR86	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-E11	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.32	2.2833	3,552,444	585,770	40	63,329	36	19	NA	AG-892-E11_NODE_7 (1526 bp)	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SAR86_clade;g__?;s__?	NA	SAR86	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-E19	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.33	2.2333	3,399,781	570,889	17	133,196	29	30	NA	AG-892-E19_NODE_5 (1455 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	NA	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-E21	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.21	2.0833	3,805,136	1,192,465	34	307,599	30	83	1.44	AG-892-E21_NODE_5 (1510 bp)	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__NS5_marine_group;s__?	NA	NS5	Bacteroidetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AG-892-E23	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.32	1.6667	3,409,982	1,184,485	21	413,518	31	83	1.43	AG-892-E23_NODE_12 (1474 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__AEGEAN-169_marine_group;s__?	NA	AEGEAN-169	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-F10	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.25	1.8167	3,452,616	1,427,138	15	320,234	30	89	1.6	AG-892-F10_NODE_6 (1466 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__S25-593;g__?;s__?	NA	S25-593	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
AG-892-F14	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.26	3.8333	503,649	327,895	41	22,551	29	15	NA	AG-892-F14_NODE_24 (1455 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	NA	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-F15	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.27	1.8333	3,163,314	1,397,227	15	316,149	29	99	1.41	AG-892-F15_NODE_4 (1455 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	NA	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-F22	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.33	1.9167	4,120,446	1,548,306	99	180,500	32	47	NA	AG-892-F22_NODE_5 (1445 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SAR116_clade;g__?;s__?	NA	SAR116	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-G03	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.25	1.8833	3,155,946	1,159,029	36	123,955	30	72	1.61	AG-892-G03_NODE_7 (1474 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__AEGEAN-169_marine_group;s__?	NA	AEGEAN-169	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-G04	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.25	2.5333	2,986,323	1,074,083	17	176,077	34	59	1.82	AG-892-G04_NODE_4 (1514 bp)	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SAR86_clade;g__?;s__?	NA	SAR86	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-G06	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.38	2.6167	480,871	652,897	41	67,868	52	0	NA	AG-892-G06_NODE_11 (1465 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SAR116_clade;g__?;s__?	NA	SAR116	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-G09	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.46	2.1333	3,405,126	1,173,989	45	209,257	31	70	1.68	AG-892-G09_NODE_6 (1465 bp)	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__Synechococcales;f__Synechococcaceae;g__Prochlorococcus;s__?	NA	Prochlorococcus	Cyanobacteria	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AG-892-G11	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.32	2.2000	3,745,615	985,813	64	63,516	34	42	NA	AG-892-G11_NODE_14 (1494 bp)	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__NS5_marine_group;s__?	NA	NS5	Bacteroidetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-G14	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.27	1.7667	3,410,421	1,199,601	27	262,960	31	65	1.85	AG-892-G14_NODE_4 (1474 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__AEGEAN-169_marine_group;s__?	NA	AEGEAN-169	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-G16	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.22	1.6667	3,704,662	1,248,994	7	612,038	32	68	1.84	AG-892-G16_NODE_1 (1492 bp)	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SAR86_clade;g__?;s__?	NA	SAR86	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-G17	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.49	2.1333	3,781,045	946,196	53	112,648	32	50	1.89	AG-892-G17_NODE_2 (1465 bp)	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__Synechococcales;f__Synechococcaceae;g__Prochlorococcus;s__?	NA	Prochlorococcus	Cyanobacteria	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AG-892-G19	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.31	5.0333	427,340	26,604	3	10,285	31	0	NA	AG-892-G19_NODE_2 (1473 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	NA	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-G22	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.5	1.7833	3,764,133	1,174,946	22	246,665	29	77	1.53	AG-892-G22_NODE_1 (1439 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	NA	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-I02	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.3	1.6833	3,187,022	1,469,293	23	342,415	29	87	1.69	AG-892-I02_NODE_3 (1467 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__AEGEAN-169_marine_group;s__?	NA	AEGEAN-169	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-I03	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.32	2.0000	3,183,118	1,073,366	44	160,563	29	72	1.49	AG-892-I03_NODE_9 (1455 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	NA	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-I07	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.32	2.6000	272,149	457,344	31	80,235	30	38	NA	AG-892-I07_NODE_3 (1439 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	NA	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-I13	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.28	1.9500	3,303,156	1,548,812	65	287,859	31	64	2.42	AG-892-I13_NODE_4 (1467 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SAR116_clade;g__?;s__?	NA	SAR116	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-I15	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.32	2.6167	424,005	271,169	17	45,657	41	12	NA	AG-892-I15_NODE_1 (1486 bp)	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__NS4_marine_group;s__?	NA	NS4	Bacteroidetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-I16	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.27	2.2167	3,463,380	477,713	23	80,389	33	29	NA	AG-892-I16_NODE_6 (1514 bp)	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SAR86_clade;g__?;s__?	NA	SAR86	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-I21	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.63	1.9000	3,625,884	2,030,787	94	123,054	44	62	3.28	AG-892-I21_NODE_41 (1522 bp)	k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__MB11C04_marine_group;f__?;g__?;s__?	NA	Other	Verrucomicrobia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-J03	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.35	1.7333	2,975,212	1,376,173	28	399,332	29	95	1.45	AG-892-J03_NODE_6 (1455 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	NA	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-J05	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.73	1.9667	3,422,251	1,232,387	50	183,377	31	76	1.62	AG-892-J05_NODE_3 (1465 bp)	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__Synechococcales;f__Synechococcaceae;g__Prochlorococcus;s__?	NA	Prochlorococcus	Cyanobacteria	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AG-892-J06	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.43	2.2500	3,596,141	1,415,215	68	181,527	37	47	NA	AG-892-J06_NODE_27 (1441 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__?;s__?	NA	Luxescamonaceae	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-J10	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.27	2.3000	3,086,133	629,512	30	117,585	31	36	NA	AG-892-J10_NODE_7 (1486 bp)	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__NS4_marine_group;s__?	NA	NS4	Bacteroidetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-J13	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.26	2.3000	3,418,828	1,199,791	18	357,976	30	67	1.79	AG-892-J13_NODE_5 (1474 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__AEGEAN-169_marine_group;s__?	NA	AEGEAN-169	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-J14	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.44	2.1333	3,443,665	1,060,214	69	101,476	32	64	1.66	AG-892-J14_NODE_9 (1465 bp)	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__Synechococcales;f__Synechococcaceae;g__Prochlorococcus;s__?	NA	Prochlorococcus	Cyanobacteria	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-J17	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.34	2.0833	3,779,238	1,043,451	51	126,838	29	65	1.61	AG-892-J17_NODE_5 (1467 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__AEGEAN-169_marine_group;s__?	NA	AEGEAN-169	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-J18	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.48	2.1167	3,802,317	1,082,858	51	126,606	31	63	1.72	AG-892-J18_NODE_5 (1465 bp)	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__Synechococcales;f__Synechococcaceae;g__Prochlorococcus;s__?	NA	Prochlorococcus	Cyanobacteria	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-J21	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.25	2.1667	3,800,252	766,324	28	163,026	34	48	NA	AG-892-J21_NODE_6 (1532 bp)	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SAR86_clade;g__?;s__?	NA	SAR86	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-J22	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.36	1.7500	3,760,644	1,141,369	37	171,906	30	64	1.78	AG-892-J22_NODE_14 (1516 bp)	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__NS9_marine_group;g__?;s__?	NA	NS9	Bacteroidetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-892-K03	SWC-09	BATS Mixed Layer ~20% narB	RSG	1.33	2.4833	3,421,542	772,991	43	106,338	54	18	NA	AG-892-K03_NODE_9 (1464 bp)	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__?	NA	Synechococcus	Cyanobacteria	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-892-K05	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.25	2.0000	3,555,294	1,038,353	23	219,023	30	96	1.08	AG-892-K05_NODE_8 (1474 bp)	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	NA	SAR11_Surface1	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
